Percentual,Filename
0.1534044265593561,PetImages\Dog\11306.jpg
0.1533405797101449,PetImages\Cat\9506.jpg
0.1530293333333333,PetImages\Cat\4997.jpg
0.1525694313243907,PetImages\Dog\8814.jpg
0.1525333333333333,PetImages\Cat\11118.jpg
0.152128,PetImages\Cat\785.jpg
0.1518995633187773,PetImages\Cat\3154.jpg
0.1518880208333333,PetImages\Cat\1290.jpg
0.151886586695747,PetImages\Dog\11906.jpg
0.1516106666666666,PetImages\Dog\10272.jpg
0.151546875,PetImages\Dog\3473.jpg
0.1511844023323615,PetImages\Cat\9956.jpg
0.150624,PetImages\Dog\6199.jpg
0.1505376344086021,PetImages\Dog\11442.jpg
0.1504405594405594,PetImages\Dog\1950.jpg
0.1500853333333333,PetImages\Dog\7028.jpg
0.15008,PetImages\Cat\1306.jpg
0.1500533333333333,PetImages\Cat\6274.jpg
0.1499661016949152,PetImages\Cat\1441.jpg
0.1495340599223574,PetImages\Cat\3373.jpg
0.1490293333333333,PetImages\Dog\4553.jpg
0.1489386666666666,PetImages\Cat\10703.jpg
0.1488970588235294,PetImages\Dog\859.jpg
0.1488938618925831,PetImages\Cat\8596.jpg
0.1488063660477453,PetImages\Cat\9171.jpg
0.1485930770974322,PetImages\Dog\11867.jpg
0.148125,PetImages\Cat\4928.jpg
0.1481063829787234,PetImages\Cat\3415.jpg
0.147776,PetImages\Dog\11522.jpg
0.1470133333333333,PetImages\Cat\1289.jpg
0.14688,PetImages\Dog\10677.jpg
0.1467349397590361,PetImages\Dog\1540.jpg
0.1467281553398058,PetImages\Dog\6797.jpg
0.1466801848533434,PetImages\Cat\3991.jpg
0.1466709401709401,PetImages\Dog\8006.jpg
0.1464465786314525,PetImages\Cat\9462.jpg
0.1458984375,PetImages\Dog\3505.jpg
0.1457470010905125,PetImages\Cat\7228.jpg
0.145568,PetImages\Dog\7205.jpg
0.1454551282051282,PetImages\Cat\7153.jpg
0.1451786666666666,PetImages\Cat\442.jpg
0.1450806451612903,PetImages\Cat\7968.jpg
0.1447066381156317,PetImages\Dog\7140.jpg
0.1447052611367127,PetImages\Cat\8888.jpg
0.144663967611336,PetImages\Cat\2643.jpg
0.1445404556166535,PetImages\Cat\3886.jpg
0.1445173333333333,PetImages\Cat\3526.jpg
0.1443009118541033,PetImages\Dog\10725.jpg
0.1442248803827751,PetImages\Dog\9870.jpg
0.1441825726141078,PetImages\Cat\7742.jpg
0.1441577060931899,PetImages\Dog\9449.jpg
0.1439667359667359,PetImages\Cat\9137.jpg
0.1437789351851852,PetImages\Cat\3391.jpg
0.143756,PetImages\Dog\11751.jpg
0.1431253333333333,PetImages\Dog\3887.jpg
0.1428937875751503,PetImages\Cat\12023.jpg
0.1428703703703703,PetImages\Cat\3806.jpg
0.142128,PetImages\Cat\9243.jpg
0.1417073170731707,PetImages\Cat\5925.jpg
0.14149069884364,PetImages\Cat\11444.jpg
0.1406742902208202,PetImages\Dog\2402.jpg
0.1406549118387909,PetImages\Cat\2446.jpg
0.1404226012543227,PetImages\Dog\2984.jpg
0.14016,PetImages\Cat\32.jpg
0.1400681961526332,PetImages\Cat\6482.jpg
0.1400514403292181,PetImages\Dog\11978.jpg
0.1394547437295528,PetImages\Cat\4139.jpg
0.139408,PetImages\Cat\6368.jpg
0.1392708333333333,PetImages\Dog\10480.jpg
0.139088,PetImages\Dog\4256.jpg
0.1389744680851063,PetImages\Cat\189.jpg
0.1385731891003697,PetImages\Dog\3524.jpg
0.1384099099099099,PetImages\Dog\11569.jpg
0.1378666666666666,PetImages\Cat\3349.jpg
0.137795744680851,PetImages\Cat\3472.jpg
0.13765625,PetImages\Dog\4855.jpg
0.1372452876446238,PetImages\Dog\9400.jpg
0.1371963276836158,PetImages\Cat\1009.jpg
0.1370986666666666,PetImages\Cat\12079.jpg
0.137024,PetImages\Cat\3144.jpg
0.1369333333333333,PetImages\Dog\9530.jpg
0.1368811881188119,PetImages\Dog\6439.jpg
0.1363903903903904,PetImages\Cat\10076.jpg
0.1363626666666666,PetImages\Cat\5030.jpg
0.1362346666666666,PetImages\Dog\1625.jpg
0.1361852575231481,PetImages\Dog\4482.jpg
0.1361302083333333,PetImages\Cat\8991.jpg
0.13562100456621,PetImages\Cat\2493.jpg
0.1353706666666666,PetImages\Cat\10202.jpg
0.1346906906906907,PetImages\Cat\4266.jpg
0.1346198547215496,PetImages\Dog\6413.jpg
0.1344563833006128,PetImages\Cat\476.jpg
0.1342826666666666,PetImages\Cat\12431.jpg
0.1333226666666666,PetImages\Cat\3727.jpg
0.1331488250652741,PetImages\Dog\1936.jpg
0.1328578313253012,PetImages\Cat\9481.jpg
0.1323786666666666,PetImages\Cat\4590.jpg
0.1323554421768707,PetImages\Cat\7516.jpg
0.1323217451874366,PetImages\Cat\9946.jpg
0.13208,PetImages\Cat\5896.jpg
0.132048,PetImages\Dog\3049.jpg
0.1318779840848806,PetImages\Dog\5584.jpg
0.1315219867851446,PetImages\Cat\7353.jpg
0.1307780429594272,PetImages\Cat\5493.jpg
0.1307146666666666,PetImages\Cat\11496.jpg
0.13057880055788,PetImages\Dog\6859.jpg
0.1303671232876712,PetImages\Cat\12400.jpg
0.130256,PetImages\Dog\6901.jpg
0.1298936170212766,PetImages\Cat\7469.jpg
0.1298186666666666,PetImages\Cat\12476.jpg
0.1295733333333333,PetImages\Dog\8695.jpg
0.1292208672086721,PetImages\Dog\10823.jpg
0.1289095607235142,PetImages\Cat\6899.jpg
0.1287091825553364,PetImages\Cat\6932.jpg
0.1285718489744269,PetImages\Cat\10834.jpg
0.128551282051282,PetImages\Dog\4010.jpg
0.1285407239819004,PetImages\Cat\421.jpg
0.128272,PetImages\Cat\5990.jpg
0.1281375358166189,PetImages\Cat\3907.jpg
0.1280788177339901,PetImages\Cat\2835.jpg
0.1278551340969888,PetImages\Cat\10722.jpg
0.1275615256397686,PetImages\Cat\2160.jpg
0.1265462239583333,PetImages\Cat\2820.jpg
0.1264210526315789,PetImages\Cat\5964.jpg
0.1263626666666666,PetImages\Cat\8823.jpg
0.1263333333333333,PetImages\Cat\1665.jpg
0.1261973333333333,PetImages\Cat\9759.jpg
0.126096,PetImages\Cat\2839.jpg
0.1259733333333333,PetImages\Cat\6783.jpg
0.1259546742209631,PetImages\Dog\1798.jpg
0.1256053333333333,PetImages\Dog\9951.jpg
0.1255080213903743,PetImages\Cat\5214.jpg
0.1252464589235127,PetImages\Cat\6150.jpg
0.1251602434077079,PetImages\Dog\3021.jpg
0.1242635983263598,PetImages\Cat\158.jpg
0.124256,PetImages\Cat\687.jpg
0.1239339622641509,PetImages\Cat\7524.jpg
0.1233822601010101,PetImages\Cat\8866.jpg
0.1233421052631578,PetImages\Cat\11132.jpg
0.1233230769230769,PetImages\Cat\8665.jpg
0.1232972972972973,PetImages\Cat\7575.jpg
0.123168,PetImages\Dog\9066.jpg
0.1229482323232323,PetImages\Cat\5.jpg
0.1227648351648351,PetImages\Dog\4271.jpg
0.1225656565656565,PetImages\Cat\4384.jpg
0.122192,PetImages\Dog\11439.jpg
0.1221753554502369,PetImages\Cat\4567.jpg
0.1221009615384615,PetImages\Cat\7036.jpg
0.1217173333333333,PetImages\Cat\4157.jpg
0.1214257399577167,PetImages\Dog\2688.jpg
0.1213926038226217,PetImages\Dog\852.jpg
0.1208920187793427,PetImages\Dog\10237.jpg
0.1208,PetImages\Dog\7622.jpg
0.1206997084548105,PetImages\Dog\5273.jpg
0.1206168674698795,PetImages\Dog\8708.jpg
0.1205392156862745,PetImages\Cat\8868.jpg
0.1204866702451243,PetImages\Cat\1897.jpg
0.1203877005347593,PetImages\Cat\6685.jpg
0.1192746666666666,PetImages\Cat\10606.jpg
0.1191831831831831,PetImages\Cat\12020.jpg
0.1190983981693363,PetImages\Cat\8442.jpg
0.1189842699257353,PetImages\Dog\9509.jpg
0.1187135483630536,PetImages\Dog\129.jpg
0.118608,PetImages\Dog\5994.jpg
0.1184282902859098,PetImages\Cat\2079.jpg
0.118352,PetImages\Dog\2156.jpg
0.1183,PetImages\Dog\1935.jpg
0.1182903918411164,PetImages\Dog\5421.jpg
0.1181866666666666,PetImages\Cat\3308.jpg
0.1180208333333333,PetImages\Dog\415.jpg
0.1179942363112391,PetImages\Dog\9140.jpg
0.1179488405450633,PetImages\Dog\10892.jpg
0.117919921875,PetImages\Cat\2369.jpg
0.1177517361111111,PetImages\Cat\10959.jpg
0.1176358208955224,PetImages\Dog\3397.jpg
0.1175934291581108,PetImages\Cat\3785.jpg
0.1173695107333551,PetImages\Cat\11881.jpg
0.1172965879265091,PetImages\Cat\4940.jpg
0.1171875,PetImages\Cat\3536.jpg
0.117184,PetImages\Cat\4789.jpg
0.1170204081632653,PetImages\Dog\10536.jpg
0.1168848446147296,PetImages\Cat\3057.jpg
0.116784,PetImages\Dog\11073.jpg
0.1167733333333333,PetImages\Cat\12072.jpg
0.1167395529640427,PetImages\Dog\7009.jpg
0.1166295031705107,PetImages\Dog\5224.jpg
0.1165493333333333,PetImages\Dog\3503.jpg
0.1161013333333333,PetImages\Cat\2329.jpg
0.1157340720221606,PetImages\Dog\2075.jpg
0.1156,PetImages\Dog\9609.jpg
0.115162037037037,PetImages\Cat\10467.jpg
0.1151573333333333,PetImages\Dog\11641.jpg
0.1147103658536585,PetImages\Dog\2549.jpg
0.1146781115879828,PetImages\Cat\6902.jpg
0.114646017699115,PetImages\Dog\11123.jpg
0.1146214081107512,PetImages\Dog\6192.jpg
0.1146066066066066,PetImages\Dog\9944.jpg
0.1143626666666666,PetImages\Dog\11275.jpg
0.1143,PetImages\Dog\4139.jpg
0.1142509234078824,PetImages\Dog\1217.jpg
0.1138666666666666,PetImages\Dog\7417.jpg
0.1137831325301204,PetImages\Dog\8894.jpg
0.1137493333333333,PetImages\Dog\2580.jpg
0.1136906666666666,PetImages\Cat\7767.jpg
0.1136720248265281,PetImages\Cat\1017.jpg
0.1132906666666666,PetImages\Cat\10276.jpg
0.1131792717086834,PetImages\Dog\5740.jpg
0.1127466666666666,PetImages\Dog\4060.jpg
0.1125013333333333,PetImages\Cat\11319.jpg
0.1123690476190476,PetImages\Dog\8184.jpg
0.1121066666666666,PetImages\Cat\8901.jpg
0.1120213333333333,PetImages\Cat\11598.jpg
0.1119642857142857,PetImages\Dog\1162.jpg
0.1118489583333333,PetImages\Dog\3443.jpg
0.1117357357357357,PetImages\Cat\2822.jpg
0.111608040201005,PetImages\Dog\7289.jpg
0.1114416415463535,PetImages\Cat\6486.jpg
0.111392,PetImages\Dog\9845.jpg
0.1112727272727272,PetImages\Cat\7984.jpg
0.1112106666666666,PetImages\Dog\4076.jpg
0.111184,PetImages\Cat\11064.jpg
0.1111755158822165,PetImages\Dog\1160.jpg
0.1105415162454873,PetImages\Dog\7884.jpg
0.1103843843843843,PetImages\Cat\9903.jpg
0.1103645833333333,PetImages\Cat\7714.jpg
0.1102201405152224,PetImages\Cat\6822.jpg
0.110176,PetImages\Cat\2574.jpg
0.1101003344481605,PetImages\Cat\5934.jpg
0.1100670391061452,PetImages\Cat\7170.jpg
0.1100446428571428,PetImages\Dog\4830.jpg
0.1098843322818086,PetImages\Cat\6797.jpg
0.10984,PetImages\Cat\12012.jpg
0.1097493333333333,PetImages\Dog\9645.jpg
0.109586247086247,PetImages\Dog\9349.jpg
0.1094124299593893,PetImages\Dog\10033.jpg
0.1093359375,PetImages\Cat\5303.jpg
0.1093333333333333,PetImages\Cat\9719.jpg
0.1091764705882352,PetImages\Cat\1807.jpg
0.1090962962962963,PetImages\Cat\1834.jpg
0.109094017094017,PetImages\Cat\8453.jpg
0.1088551431071116,PetImages\Dog\2144.jpg
0.1084403286107831,PetImages\Cat\3649.jpg
0.1080845921450151,PetImages\Dog\9965.jpg
0.1080296022201665,PetImages\Cat\11287.jpg
0.1078080697928026,PetImages\Cat\11309.jpg
0.1074506666666666,PetImages\Dog\4299.jpg
0.1071909385113268,PetImages\Cat\2809.jpg
0.1066784702549575,PetImages\Cat\8567.jpg
0.1062530120481927,PetImages\Cat\1452.jpg
0.1061995696611081,PetImages\Dog\2182.jpg
0.1061040462427745,PetImages\Dog\6204.jpg
0.1058974358974359,PetImages\Cat\6835.jpg
0.105837037037037,PetImages\Cat\3034.jpg
0.1058238636363636,PetImages\Cat\8078.jpg
0.1056847545219638,PetImages\Cat\9319.jpg
0.1056420233463035,PetImages\Dog\11244.jpg
0.1054759615384615,PetImages\Dog\11227.jpg
0.1054148760330578,PetImages\Cat\5497.jpg
0.1053443983402489,PetImages\Cat\11836.jpg
0.1052552552552552,PetImages\Dog\2913.jpg
0.1049355158730158,PetImages\Dog\5528.jpg
0.104864,PetImages\Dog\3572.jpg
0.1047006109979633,PetImages\Cat\10763.jpg
0.1046892177589852,PetImages\Cat\12290.jpg
0.1046495726495726,PetImages\Dog\8114.jpg
0.104624,PetImages\Cat\10003.jpg
0.1045749888740543,PetImages\Cat\7690.jpg
0.104544,PetImages\Cat\1568.jpg
0.1045041816009558,PetImages\Cat\700.jpg
0.1041771561771561,PetImages\Dog\8729.jpg
0.104137378624906,PetImages\Dog\269.jpg
0.1040911257818933,PetImages\Dog\8091.jpg
0.104064,PetImages\Cat\11262.jpg
0.103984,PetImages\Dog\7436.jpg
0.10392,PetImages\Cat\3152.jpg
0.1038346666666666,PetImages\Dog\1265.jpg
0.1037109375,PetImages\Cat\10692.jpg
0.1033648181603958,PetImages\Cat\3103.jpg
0.102976,PetImages\Cat\638.jpg
0.102944,PetImages\Cat\10553.jpg
0.1027893333333333,PetImages\Cat\7054.jpg
0.1027699018538713,PetImages\Cat\2162.jpg
0.1026371308016877,PetImages\Cat\5354.jpg
0.1025013333333333,PetImages\Dog\1714.jpg
0.1024074074074074,PetImages\Cat\1787.jpg
0.1023411371237458,PetImages\Cat\11942.jpg
0.1021759259259259,PetImages\Dog\661.jpg
0.1021090534979423,PetImages\Dog\9683.jpg
0.1020586666666666,PetImages\Dog\5083.jpg
0.1020426666666666,PetImages\Cat\4289.jpg
0.1014558472553699,PetImages\Dog\5446.jpg
0.1012482662968099,PetImages\Cat\2549.jpg
0.101031941031941,PetImages\Cat\7554.jpg
0.101031746031746,PetImages\Dog\5811.jpg
0.1010312707917498,PetImages\Cat\4540.jpg
0.1010044642857142,PetImages\Cat\1160.jpg
0.1007573333333333,PetImages\Cat\12055.jpg
0.1005679023386844,PetImages\Dog\10441.jpg
0.1004522144522144,PetImages\Cat\7804.jpg
0.1001179941002949,PetImages\Cat\11067.jpg
0.1000520446096654,PetImages\Dog\9089.jpg
0.0997574955908289,PetImages\Cat\492.jpg
0.0995392991763227,PetImages\Cat\6116.jpg
0.0994669703872437,PetImages\Dog\2960.jpg
0.0989636933681162,PetImages\Dog\3257.jpg
0.0988639455782312,PetImages\Dog\3841.jpg
0.0988265306122449,PetImages\Cat\6203.jpg
0.0988213333333333,PetImages\Cat\11840.jpg
0.0986363636363636,PetImages\Cat\6771.jpg
0.0984987012987013,PetImages\Cat\4926.jpg
0.0983627450980392,PetImages\Dog\6235.jpg
0.0982133333333333,PetImages\Cat\12071.jpg
0.098112,PetImages\Cat\3313.jpg
0.0981117647058823,PetImages\Cat\4482.jpg
0.0981102958304216,PetImages\Cat\11989.jpg
0.097974942872902,PetImages\Dog\7397.jpg
0.0979310344827586,PetImages\Dog\9178.jpg
0.0979051644812514,PetImages\Dog\11884.jpg
0.0978983957219251,PetImages\Dog\3669.jpg
0.0977955271565495,PetImages\Cat\6411.jpg
0.0976442953020134,PetImages\Dog\6018.jpg
0.0976104687994931,PetImages\Cat\12198.jpg
0.0974172839506172,PetImages\Dog\8983.jpg
0.0973456790123456,PetImages\Cat\9203.jpg
0.0972088607594936,PetImages\Dog\10988.jpg
0.0971932059447983,PetImages\Cat\11361.jpg
0.0970986666666666,PetImages\Dog\7453.jpg
0.0970716783216783,PetImages\Dog\11016.jpg
0.097065868263473,PetImages\Cat\10316.jpg
0.0970133333333333,PetImages\Cat\1562.jpg
0.096928,PetImages\Cat\2949.jpg
0.0967487373737373,PetImages\Cat\2951.jpg
0.0967146666666666,PetImages\Cat\374.jpg
0.0965493333333333,PetImages\Dog\12291.jpg
0.0965346534653465,PetImages\Cat\8832.jpg
0.0964212860310421,PetImages\Cat\3434.jpg
0.0964106666666666,PetImages\Dog\3967.jpg
0.096352,PetImages\Dog\11267.jpg
0.0961706666666666,PetImages\Dog\11451.jpg
0.0960241336633663,PetImages\Cat\9258.jpg
0.0958469945355191,PetImages\Cat\591.jpg
0.0958239700374531,PetImages\Dog\9190.jpg
0.095792899408284,PetImages\Cat\582.jpg
0.0957225913621262,PetImages\Dog\11140.jpg
0.0957188328912466,PetImages\Cat\8812.jpg
0.0955989583333333,PetImages\Dog\11961.jpg
0.095042654028436,PetImages\Cat\2216.jpg
0.0949546666666666,PetImages\Dog\8037.jpg
0.09488,PetImages\Dog\8342.jpg
0.0947616099071207,PetImages\Dog\7148.jpg
0.0947150537634408,PetImages\Dog\3896.jpg
0.0946026666666666,PetImages\Cat\4388.jpg
0.0943786666666666,PetImages\Dog\1030.jpg
0.0943626666666666,PetImages\Dog\12003.jpg
0.0943025394565088,PetImages\Dog\6430.jpg
0.094213169438301,PetImages\Cat\3720.jpg
0.0941742898411169,PetImages\Dog\6004.jpg
0.094156378600823,PetImages\Cat\7326.jpg
0.0941191546867354,PetImages\Cat\23.jpg
0.0938495628218948,PetImages\Cat\4104.jpg
0.0933856310013717,PetImages\Cat\9471.jpg
0.0932461538461538,PetImages\Cat\5956.jpg
0.0929973333333333,PetImages\Cat\8676.jpg
0.0928557692307692,PetImages\Cat\1279.jpg
0.0927232876712328,PetImages\Cat\9568.jpg
0.0926560121765601,PetImages\Cat\12063.jpg
0.0926166666666666,PetImages\Dog\3759.jpg
0.0925,PetImages\Cat\2003.jpg
0.0924738292011019,PetImages\Dog\7049.jpg
0.0924635701275045,PetImages\Cat\8034.jpg
0.092376404494382,PetImages\Cat\2651.jpg
0.092368,PetImages\Cat\3490.jpg
0.0922249793217535,PetImages\Dog\3116.jpg
0.0922023182297154,PetImages\Cat\11490.jpg
0.092115,PetImages\Cat\9245.jpg
0.0920652173913043,PetImages\Cat\6032.jpg
0.0920055401662049,PetImages\Cat\314.jpg
0.0918576804652754,PetImages\Cat\7402.jpg
0.0917967032967033,PetImages\Dog\9604.jpg
0.0916791044776119,PetImages\Dog\1566.jpg
0.0916233421750663,PetImages\Dog\9746.jpg
0.0915689223057644,PetImages\Cat\2991.jpg
0.0914906166219839,PetImages\Cat\7691.jpg
0.0914773333333333,PetImages\Dog\9939.jpg
0.0913173333333333,PetImages\Dog\10008.jpg
0.091072,PetImages\Cat\11747.jpg
0.0910687022900763,PetImages\Cat\11251.jpg
0.090877914951989,PetImages\Dog\1999.jpg
0.0907306666666666,PetImages\Dog\733.jpg
0.0905074626865671,PetImages\Dog\895.jpg
0.0904283588435374,PetImages\Cat\1033.jpg
0.0903824362606232,PetImages\Dog\8254.jpg
0.0903823529411764,PetImages\Cat\9864.jpg
0.0902275270421484,PetImages\Cat\10642.jpg
0.0900333333333333,PetImages\Dog\8364.jpg
0.09,PetImages\Dog\5733.jpg
0.0896353760083268,PetImages\Cat\8347.jpg
0.0894401041666666,PetImages\Cat\7415.jpg
0.0893273273273273,PetImages\Cat\4946.jpg
0.0891146666666666,PetImages\Cat\11585.jpg
0.0890186666666666,PetImages\Cat\11611.jpg
0.089,PetImages\Cat\4670.jpg
0.0889651293588301,PetImages\Cat\3795.jpg
0.0888709677419354,PetImages\Dog\7739.jpg
0.0886636568848758,PetImages\Cat\12405.jpg
0.0886277777777777,PetImages\Dog\4399.jpg
0.0885909090909091,PetImages\Cat\11102.jpg
0.0885667817502211,PetImages\Cat\9240.jpg
0.0885667817502211,PetImages\Cat\4509.jpg
0.0883729174051754,PetImages\Cat\6198.jpg
0.0882185273159145,PetImages\Cat\1775.jpg
0.0881576700355518,PetImages\Dog\5661.jpg
0.0880134228187919,PetImages\Dog\10073.jpg
0.0879761904761904,PetImages\Cat\11874.jpg
0.0879433000637077,PetImages\Cat\5686.jpg
0.0878933333333333,PetImages\Dog\864.jpg
0.0878901088340581,PetImages\Dog\10753.jpg
0.0878666666666666,PetImages\Dog\6668.jpg
0.0877412523463445,PetImages\Cat\12315.jpg
0.0875946666666666,PetImages\Cat\468.jpg
0.0874610389610389,PetImages\Dog\1274.jpg
0.0874189814814814,PetImages\Cat\5301.jpg
0.0873,PetImages\Dog\5604.jpg
0.0872916666666666,PetImages\Cat\4781.jpg
0.0872851419888303,PetImages\Dog\7190.jpg
0.0872549019607843,PetImages\Cat\12228.jpg
0.0870186666666666,PetImages\Cat\10426.jpg
0.086992731677771,PetImages\Cat\9509.jpg
0.0869013333333333,PetImages\Cat\4808.jpg
0.0868023485948014,PetImages\Cat\6800.jpg
0.086612676056338,PetImages\Cat\11940.jpg
0.0864183381088825,PetImages\Cat\6911.jpg
0.0860500257201646,PetImages\Cat\1402.jpg
0.0859937402190923,PetImages\Cat\6842.jpg
0.0859785186961968,PetImages\Cat\5836.jpg
0.0857942708333333,PetImages\Cat\7547.jpg
0.0857047279214986,PetImages\Dog\11755.jpg
0.085703125,PetImages\Cat\12192.jpg
0.0856484848484848,PetImages\Cat\6738.jpg
0.0856397228637413,PetImages\Cat\7373.jpg
0.0853878231859883,PetImages\Cat\7821.jpg
0.0853202988396121,PetImages\Cat\1597.jpg
0.0852179779070747,PetImages\Cat\11017.jpg
0.0851968911917098,PetImages\Dog\6680.jpg
0.0849794238683127,PetImages\Cat\12168.jpg
0.0847987987987988,PetImages\Dog\11836.jpg
0.0847682823129251,PetImages\Dog\10968.jpg
0.0846715856481481,PetImages\Dog\1993.jpg
0.084581986143187,PetImages\Cat\12120.jpg
0.084576,PetImages\Dog\2205.jpg
0.0844270833333333,PetImages\Dog\9883.jpg
0.0844049515187079,PetImages\Dog\8307.jpg
0.0843341404358353,PetImages\Dog\8312.jpg
0.0843093333333333,PetImages\Cat\943.jpg
0.0842134831460674,PetImages\Cat\2393.jpg
0.0840732984293193,PetImages\Dog\11521.jpg
0.0840128026320495,PetImages\Cat\4175.jpg
0.0839583333333333,PetImages\Cat\1835.jpg
0.0838141512298815,PetImages\Dog\11903.jpg
0.083584,PetImages\Cat\2054.jpg
0.0835567567567567,PetImages\Cat\7473.jpg
0.0834914182475158,PetImages\Cat\11.jpg
0.0833333333333333,PetImages\Cat\4913.jpg
0.0831901041666666,PetImages\Dog\3109.jpg
0.0831547619047619,PetImages\Dog\10932.jpg
0.0831192129629629,PetImages\Dog\6358.jpg
0.0830235294117647,PetImages\Dog\12171.jpg
0.08296,PetImages\Dog\7695.jpg
0.0829166666666666,PetImages\Cat\9016.jpg
0.0828847184986595,PetImages\Dog\1393.jpg
0.0828564593301435,PetImages\Cat\10875.jpg
0.0828533333333333,PetImages\Cat\11787.jpg
0.0828533333333333,PetImages\Dog\10230.jpg
0.0827522935779816,PetImages\Dog\1663.jpg
0.0826689478186484,PetImages\Dog\11831.jpg
0.0825974576271186,PetImages\Cat\4983.jpg
0.0824131868131868,PetImages\Cat\5590.jpg
